coverage	n
1	1444
2	755
3	303
4	528
5	220
6	198
7	107
8	281
9	227
10	348
11	220
12	274
13	256
14	224
15	343
16	278
17	459
18	220
19	218
20	285
21	200
22	275
23	217
24	324
25	274
26	258
27	247
28	213
29	312
30	271
31	267
32	334
33	289
34	383
35	351
36	301
37	337
38	300
39	408
40	464
41	498
42	546
43	587
44	562
45	799
46	903
47	981
48	971
49	1099
50	1345
51	1475
52	1558
53	2121
54	2545
55	2988
56	3670
57	4237
58	4949
59	5574
60	6778
61	8204
62	9770
63	11896
64	14258
65	17133
66	20055
67	23813
68	28071
69	32261
70	37761
71	42661
72	48191
73	54269
74	60261
75	66402
76	73820
77	81556
78	88395
79	96141
80	104369
81	112398
82	118970
83	125134
84	130149
85	136046
86	140116
87	142203
88	145813
89	146605
90	146839
91	145716
92	144295
93	142608
94	138620
95	134542
96	130110
97	126090
98	118791
99	112924
100	105289
101	99678
102	92329
103	85831
104	79658
105	72091
106	66037
107	59712
108	53623
109	48308
110	43392
111	37642
112	33452
113	29614
114	25847
115	22711
116	19392
117	16999
118	14325
119	12168
120	10198
121	8578
122	7133
123	6325
124	5358
125	4152
126	3444
127	2739
128	2326
129	1809
130	1385
131	1158
132	928
133	766
134	612
135	491
136	398
137	278
138	237
139	195
140	172
141	154
142	120
143	127
144	109
145	96
146	84
147	80
148	74
149	84
150	70
151	74
152	89
153	110
154	141
155	131
156	134
157	146
158	142
159	166
160	135
161	161
162	128
163	140
164	157
165	151
166	172
167	159
168	143
169	145
170	170
171	153
172	129
173	114
174	130
175	109
176	118
177	104
178	116
179	165
180	136
181	132
182	142
183	125
184	125
185	114
186	116
187	129
188	122
189	117
190	103
191	114
192	68
193	85
194	80
195	46
196	55
197	55
198	60
199	44
200	45
201	32
202	39
203	33
204	21
205	27
206	27
207	26
208	46
209	29
210	27
211	26
212	20
213	23
214	22
215	21
216	18
217	16
218	13
219	8
220	16
221	17
222	21
223	19
224	19
225	21
226	15
227	15
228	15
229	14
230	11
231	8
232	6
233	5
234	0
235	5
236	3
237	2
