coverage	n
1	13
2	2
3	0
4	3
5	3
6	0
7	1
8	6
9	1
10	13
11	2
12	8
13	5
14	4
15	19
16	94
17	124
18	15
19	4
20	5
21	49
22	6
23	4
24	2
25	5
26	15
27	4
28	42
29	3
30	5
31	46
32	0
33	4
34	2
35	2
36	25
37	4
38	48
39	17
40	23
41	6
42	16
43	49
44	8
45	22
46	11
47	23
48	18
49	5
50	18
51	18
52	20
53	21
54	71
55	11
56	30
57	23
58	14
59	11
60	32
61	31
62	9
63	18
64	21
65	39
66	44
67	18
68	18
69	45
70	37
71	34
72	24
73	42
74	23
75	34
76	16
77	19
78	52
79	38
80	65
81	52
82	65
83	38
84	34
85	44
86	41
87	40
88	37
89	54
90	43
91	50
92	63
93	70
94	52
95	50
96	49
97	45
98	37
99	41
100	33
101	31
102	54
103	32
104	28
105	34
106	45
107	39
108	29
109	67
110	72
111	61
112	83
113	70
114	84
115	97
116	83
117	113
118	87
119	85
120	81
121	77
122	74
123	71
124	52
125	66
126	83
127	79
128	76
129	60
130	74
131	81
132	76
133	75
134	48
135	63
136	56
137	63
138	70
139	78
140	71
141	45
142	63
143	61
144	62
145	65
146	59
147	59
148	66
149	88
150	91
151	74
152	69
153	70
154	111
155	89
156	104
157	94
158	85
159	110
160	106
161	95
162	85
163	90
164	74
165	63
166	73
167	70
168	46
169	49
170	53
171	49
172	60
173	34
174	30
175	30
176	32
177	15
178	16
179	7
180	14
181	18
182	26
183	20
184	13
185	20
186	8
187	10
188	11
189	17
190	13
191	8
192	7
193	6
194	8
195	9
196	9
197	11
198	1
199	3
200	10
201	10
202	6
203	4
204	3
205	1
206	0
207	1
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	1
295	0
296	0
297	0
298	0
299	2
