coverage	n
1	74
2	219
3	9
4	68
5	35
6	100
7	57
8	58
9	55
10	124
11	98
12	156
13	331
14	212
15	192
16	152
17	154
18	96
19	145
20	163
21	164
22	187
23	186
24	137
25	199
26	190
27	183
28	207
29	239
30	237
31	166
32	265
33	206
34	289
35	207
36	258
37	274
38	272
39	230
40	262
41	243
42	224
43	265
44	256
45	322
46	304
47	443
48	331
49	410
50	450
51	398
52	507
53	594
54	547
55	688
56	708
57	819
58	871
59	913
60	1033
61	1176
62	1244
63	1414
64	1634
65	1958
66	2367
67	2636
68	3225
69	3720
70	4365
71	5150
72	5850
73	6832
74	7920
75	9390
76	11312
77	13217
78	15307
79	18347
80	20492
81	23812
82	27580
83	31660
84	36055
85	40581
86	45343
87	50698
88	56999
89	63359
90	69379
91	74636
92	80927
93	87536
94	93006
95	99182
96	104591
97	110741
98	115921
99	121148
100	126876
101	129730
102	134059
103	136920
104	138997
105	139292
106	139261
107	139018
108	138858
109	137745
110	135902
111	134429
112	130149
113	126892
114	122189
115	117299
116	111819
117	107078
118	101351
119	95932
120	89613
121	84328
122	79251
123	73908
124	68680
125	62586
126	58086
127	52599
128	48751
129	43662
130	39486
131	35157
132	31048
133	27270
134	24221
135	21409
136	19041
137	16493
138	14437
139	12760
140	10986
141	9226
142	8202
143	7115
144	5946
145	5452
146	4509
147	3774
148	3118
149	2578
150	2133
151	1724
152	1516
153	1219
154	978
155	838
156	740
157	620
158	542
159	432
160	378
161	330
162	266
163	232
164	217
165	175
166	185
167	135
168	138
169	113
170	96
171	112
172	70
173	134
174	65
175	62
176	69
177	76
178	67
179	55
180	46
181	32
182	51
183	47
184	65
185	45
186	71
187	60
188	63
189	58
190	54
191	55
192	60
193	50
194	57
195	69
196	97
197	108
198	72
199	85
200	96
201	94
202	86
203	120
204	126
205	114
206	91
207	138
208	110
209	100
210	90
211	89
212	105
213	86
214	103
215	90
216	76
217	76
218	94
219	77
220	75
221	85
222	90
223	77
224	75
225	72
226	71
227	64
228	91
229	84
230	60
231	70
232	46
233	60
234	33
235	43
236	16
237	17
238	32
239	18
240	28
241	21
242	19
243	12
244	16
245	14
246	17
247	17
248	9
249	26
250	24
251	19
252	14
253	13
254	11
255	9
256	6
257	6
258	8
259	8
260	11
261	5
262	6
263	3
264	6
265	2
266	1
267	3
268	1
269	4
270	6
271	4
272	1
273	7
274	2
275	4
276	1
277	0
278	4
279	1
280	0
281	1
282	0
283	0
284	0
285	1
286	0
287	0
288	0
289	0
290	1
291	0
292	0
293	0
294	1
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	2
303	20
304	6
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	1
325	0
326	0
327	0
328	1
329	0
330	0
331	0
332	0
333	0
334	0
335	1
336	0
337	6
338	0
339	0
340	1
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	1
352	1
353	0
354	0
355	0
356	0
357	0
358	0
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	1
368	0
369	0
370	0
371	1
372	5
373	0
374	0
375	0
376	6
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	6
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	1
415	1
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	1
424	0
425	0
426	0
427	0
428	0
429	1
430	1
431	0
432	1
433	0
434	0
435	0
436	1
437	0
438	0
439	2
440	1
441	0
442	0
443	2
444	0
445	1
446	0
447	0
448	0
449	0
450	0
451	0
452	1
453	2
454	0
455	1
456	0
457	4
458	1
459	0
460	1
461	1
462	0
463	0
464	1
465	0
466	0
467	0
468	0
469	1
470	0
471	1
472	2
473	24
474	0
475	0
476	0
477	1
478	1
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	1
560	1
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	4
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	1
592	0
593	0
594	0
595	1
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	0
606	0
607	1
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	1
616	0
617	0
618	0
619	0
620	0
621	1
622	0
623	1
624	0
625	1
626	0
627	35
628	0
629	0
630	0
631	1
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	1
645	1
646	3
647	0
648	14
