coverage	n
1	1494
2	1940
3	505
4	712
5	664
6	690
7	678
8	910
9	657
10	710
11	582
12	630
13	571
14	542
15	578
16	661
17	965
18	807
19	899
20	806
21	936
22	677
23	848
24	825
25	833
26	785
27	1004
28	958
29	1373
30	1068
31	1278
32	1321
33	1483
34	2117
35	2034
36	2307
37	2555
38	3301
39	3806
40	4939
41	6183
42	8027
43	10251
44	12846
45	15533
46	18431
47	22520
48	26704
49	32569
50	38143
51	45250
52	54421
53	62286
54	71512
55	79986
56	90494
57	100211
58	110839
59	120886
60	129850
61	139591
62	147966
63	156020
64	161813
65	167622
66	170426
67	170964
68	170405
69	168824
70	165787
71	161585
72	157117
73	151380
74	145082
75	137497
76	128051
77	119605
78	110704
79	101501
80	92420
81	84245
82	75920
83	68421
84	60322
85	53744
86	46191
87	40886
88	35677
89	30807
90	26099
91	22288
92	18643
93	15469
94	12873
95	10632
96	8675
97	7133
98	5930
99	4745
100	3784
101	3111
102	2474
103	2068
104	1700
105	1357
106	1169
107	888
108	729
109	604
110	497
111	350
112	283
113	270
114	257
115	189
116	149
117	180
118	142
119	101
120	89
121	99
122	62
123	81
124	78
125	74
126	87
127	95
128	108
129	96
130	101
131	65
132	54
133	57
134	72
135	43
136	63
137	34
138	46
139	54
140	52
141	50
142	58
143	56
144	56
145	49
146	43
147	57
148	51
149	48
150	66
151	61
152	61
153	65
154	50
155	58
156	30
157	35
158	28
159	19
160	13
161	15
162	6
163	7
164	2
165	3
166	2
167	1
168	1
169	0
170	0
171	2
172	1
173	0
174	0
175	0
176	0
177	1
178	0
179	0
180	0
181	0
182	0
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	3
