coverage	n
1	239
2	91
3	158
4	86
5	166
6	194
7	153
8	191
9	219
10	248
11	243
12	262
13	202
14	241
15	372
16	429
17	502
18	630
19	743
20	803
21	990
22	1093
23	1586
24	2076
25	2444
26	3605
27	5181
28	7397
29	10079
30	12467
31	16039
32	21017
33	26521
34	33319
35	41457
36	49871
37	59988
38	72769
39	84177
40	96660
41	110362
42	124423
43	136988
44	149818
45	162400
46	173742
47	184202
48	191462
49	197865
50	203021
51	204776
52	204724
53	201251
54	197422
55	191046
56	182934
57	174239
58	163102
59	152038
60	140605
61	127170
62	117060
63	104136
64	92486
65	80620
66	71045
67	61999
68	53797
69	45751
70	39019
71	33192
72	27401
73	23020
74	18817
75	15289
76	12350
77	10184
78	8298
79	6542
80	5302
81	4081
82	3245
83	2563
84	2080
85	1510
86	1309
87	1007
88	858
89	640
90	576
91	424
92	403
93	319
94	300
95	232
96	225
97	223
98	194
99	195
100	167
101	199
102	265
103	270
104	293
105	310
106	337
107	343
108	363
109	375
110	464
111	447
112	474
113	506
114	583
115	640
116	647
117	671
118	728
119	811
120	777
121	845
122	896
123	882
124	917
125	938
126	874
127	798
128	902
129	843
130	864
131	890
132	874
133	904
134	976
135	1030
136	1044
137	1072
138	1049
139	992
140	992
141	997
142	854
143	964
144	839
145	795
146	762
147	670
148	649
149	567
150	578
151	553
152	521
153	449
154	434
155	351
156	314
157	341
158	310
159	241
160	252
161	242
162	193
163	158
164	165
165	118
166	117
167	101
168	87
169	74
170	69
171	39
172	36
173	37
174	35
175	25
176	31
177	32
178	25
179	30
180	19
181	23
182	27
183	26
184	13
185	13
186	10
187	5
188	1
189	3
