coverage	n
1	48
2	177
3	13
4	22
5	15
6	28
7	169
8	31
9	34
10	133
11	40
12	40
13	54
14	78
15	75
16	70
17	80
18	71
19	115
20	141
21	108
22	107
23	109
24	123
25	144
26	239
27	193
28	189
29	214
30	183
31	146
32	189
33	254
34	259
35	329
36	308
37	304
38	301
39	385
40	416
41	397
42	407
43	580
44	578
45	748
46	688
47	719
48	836
49	947
50	1002
51	1138
52	1178
53	1575
54	1775
55	2079
56	2520
57	3020
58	3663
59	4574
60	5477
61	6716
62	7914
63	9459
64	11203
65	13672
66	16297
67	19087
68	22674
69	26649
70	31039
71	35644
72	41424
73	46617
74	52440
75	59154
76	67096
77	73301
78	80374
79	88692
80	96807
81	104586
82	112105
83	117849
84	125612
85	131843
86	136844
87	141258
88	144018
89	147868
90	150483
91	152299
92	152320
93	152700
94	149734
95	149126
96	146747
97	142421
98	137320
99	131841
100	126435
101	119421
102	113394
103	107419
104	100868
105	94045
106	86685
107	79974
108	73921
109	67565
110	61557
111	55750
112	49993
113	44757
114	39266
115	34916
116	31080
117	27562
118	23985
119	21174
120	18485
121	15564
122	13691
123	11785
124	10068
125	8617
126	7229
127	6176
128	5151
129	4281
130	3507
131	3029
132	2562
133	2040
134	1668
135	1443
136	1140
137	864
138	654
139	576
140	410
141	358
142	296
143	247
144	173
145	133
146	94
147	97
148	90
149	93
150	70
151	68
152	60
153	44
154	35
155	25
156	10
157	15
158	19
159	21
160	31
161	17
162	30
163	22
164	16
165	22
166	18
167	19
168	17
169	17
170	24
171	21
172	31
173	26
174	47
175	37
176	33
177	20
178	18
179	17
180	18
181	17
182	38
183	22
184	22
185	11
186	9
187	11
188	14
189	21
190	13
191	10
192	10
193	16
194	19
195	20
196	6
197	14
198	13
199	13
200	14
201	23
202	15
203	15
204	20
205	26
206	34
207	15
208	30
209	19
210	11
211	9
212	16
213	14
214	8
215	7
216	5
217	11
218	8
219	7
220	7
221	7
222	9
223	4
224	12
225	10
226	5
227	2
228	8
229	11
230	10
231	8
232	11
233	5
234	12
235	5
236	4
237	3
238	6
239	2
240	4
241	4
242	0
243	3
244	11
245	5
246	9
247	2
248	3
249	4
250	2
251	0
252	0
253	1
254	0
255	2
256	0
257	0
258	1
259	0
260	1
261	0
262	6
263	1
264	6
265	4
266	2
267	2
268	2
269	1
270	0
271	2
272	1
273	2
274	3
275	1
276	1
277	0
278	1
279	1
280	2
281	1
282	1
283	1
284	2
285	1
286	4
287	4
288	2
289	2
290	0
291	2
292	3
293	1
294	3
295	4
296	2
297	4
298	3
299	1
300	3
301	0
302	0
303	1
304	0
305	2
306	2
307	0
308	0
309	0
310	2
311	4
312	2
313	1
314	1
315	0
316	0
317	1
318	0
319	1
320	1
321	3
