coverage	n
1	12
2	2
3	1
4	1
5	2
6	0
7	2
8	1
9	6
10	20
11	8
12	7
13	6
14	4
15	7
16	129
17	4
18	15
19	4
20	9
21	12
22	27
23	9
24	81
25	6
26	46
27	1
28	36
29	4
30	4
31	12
32	0
33	3
34	14
35	4
36	12
37	12
38	2
39	3
40	19
41	63
42	17
43	7
44	59
45	11
46	55
47	14
48	15
49	18
50	13
51	17
52	2
53	62
54	28
55	18
56	4
57	15
58	15
59	5
60	10
61	26
62	17
63	31
64	28
65	28
66	32
67	9
68	36
69	47
70	24
71	31
72	26
73	46
74	39
75	40
76	78
77	56
78	62
79	54
80	20
81	22
82	32
83	37
84	30
85	42
86	27
87	71
88	65
89	34
90	63
91	68
92	36
93	40
94	54
95	52
96	48
97	45
98	56
99	52
100	30
101	67
102	50
103	58
104	71
105	62
106	69
107	58
108	52
109	56
110	66
111	63
112	45
113	69
114	66
115	62
116	55
117	81
118	81
119	53
120	54
121	41
122	65
123	69
124	50
125	58
126	74
127	74
128	81
129	120
130	88
131	100
132	135
133	121
134	124
135	155
136	103
137	113
138	114
139	109
140	124
141	133
142	144
143	95
144	100
145	97
146	78
147	77
148	101
149	85
150	93
151	61
152	70
153	60
154	66
155	79
156	55
157	48
158	47
159	40
160	42
161	54
162	46
163	44
164	44
165	35
166	37
167	37
168	42
169	48
170	49
171	44
172	33
173	40
174	28
175	33
176	22
177	26
178	13
179	7
180	19
181	9
182	11
183	4
184	3
185	2
186	2
187	0
188	0
189	2
190	2
191	1
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	1
351	0
352	1
353	0
354	1
