coverage	n
1	4823
2	3503
3	269
4	887
5	276
6	784
7	480
8	533
9	569
10	815
11	594
12	818
13	666
14	730
15	685
16	593
17	710
18	634
19	649
20	610
21	827
22	764
23	755
24	784
25	848
26	973
27	973
28	1018
29	1234
30	1259
31	1510
32	1906
33	2346
34	3200
35	3916
36	4802
37	6113
38	8274
39	10088
40	13194
41	16607
42	20360
43	24593
44	30296
45	36170
46	42525
47	49370
48	58240
49	67527
50	77083
51	86789
52	97851
53	108187
54	118434
55	128731
56	137091
57	145254
58	153042
59	159687
60	163915
61	168467
62	168976
63	170149
64	168014
65	165280
66	161510
67	156452
68	152171
69	145604
70	136981
71	128866
72	121923
73	112767
74	103728
75	94784
76	85511
77	75862
78	68844
79	60902
80	53764
81	46593
82	41313
83	35497
84	30125
85	25724
86	21696
87	18474
88	15589
89	12636
90	10327
91	8666
92	7383
93	5856
94	5005
95	3981
96	3312
97	2501
98	2006
99	1622
100	1148
101	985
102	820
103	741
104	623
105	475
106	385
107	293
108	308
109	269
110	205
111	202
112	219
113	198
114	206
115	208
116	224
117	215
118	211
119	246
120	215
121	223
122	226
123	248
124	223
125	227
126	245
127	225
128	218
129	222
130	229
131	239
132	230
133	199
134	171
135	164
136	184
137	186
138	182
139	170
140	147
141	150
142	129
143	122
144	125
145	101
146	75
147	79
148	92
149	97
150	68
151	86
152	75
153	73
154	59
155	50
156	38
157	46
158	59
159	64
160	83
161	30
162	21
163	30
164	16
165	14
166	11
167	18
168	9
169	1
170	0
171	4
172	0
173	1
