coverage	n
1	322
2	156
3	65
4	41
5	32
6	54
7	160
8	112
9	65
10	151
11	149
12	85
13	179
14	142
15	180
16	220
17	219
18	327
19	371
20	390
21	618
22	676
23	857
24	1280
25	1926
26	2632
27	3643
28	5178
29	6848
30	8888
31	11758
32	14905
33	19889
34	25598
35	32157
36	39721
37	49448
38	61466
39	73403
40	85727
41	99743
42	113047
43	127706
44	143448
45	156630
46	169702
47	181521
48	191442
49	199031
50	205936
51	210224
52	211248
53	209884
54	206823
55	203454
56	196030
57	184967
58	174616
59	162975
60	151524
61	137711
62	124689
63	111914
64	98533
65	85917
66	73748
67	63975
68	54712
69	46441
70	39098
71	32088
72	26615
73	22020
74	17779
75	14188
76	11171
77	8970
78	6921
79	5520
80	4177
81	3166
82	2230
83	1683
84	1339
85	949
86	706
87	562
88	377
89	277
90	226
91	136
92	107
93	92
94	67
95	44
96	22
97	15
98	20
99	31
100	17
101	27
102	40
103	26
104	32
105	26
106	31
107	24
108	31
109	25
110	34
111	17
112	20
113	27
114	20
115	28
116	31
117	37
118	23
119	54
120	27
121	16
122	13
123	13
124	2
125	2
126	4
127	1
128	5
129	5
130	4
131	12
132	4
133	9
134	14
135	5
136	4
137	5
138	10
139	14
140	3
141	4
142	2
143	5
144	2
145	6
146	9
147	4
148	1
149	5
150	0
151	3
152	0
153	1
154	1
155	4
156	3
157	3
158	5
159	2
160	3
161	1
162	1
