coverage	n
1	28
2	101
3	2
4	1
5	0
6	0
7	1
8	0
9	0
10	0
11	0
12	1
13	0
14	1
15	5
16	2
17	1
18	1
19	6
20	6
21	1
22	17
23	128
24	3
25	1
26	3
27	2
28	3
29	2
30	12
31	1
32	1
33	0
34	4
35	3
36	6
37	4
38	3
39	1
40	1
41	3
42	5
43	3
44	6
45	3
46	2
47	3
48	8
49	49
50	63
51	1
52	10
53	1
54	8
55	4
56	14
57	1
58	1
59	12
60	0
61	3
62	5
63	2
64	4
65	0
66	6
67	6
68	5
69	33
70	11
71	1
72	1
73	41
74	3
75	2
76	1
77	2
78	45
79	39
80	3
81	2
82	1
83	1
84	0
85	3
86	3
87	4
88	7
89	1
90	17
91	4
92	5
93	7
94	2
95	0
96	3
97	2
98	4
99	3
100	3
101	9
102	2
103	21
104	5
105	17
106	5
107	7
108	6
109	5
110	5
111	3
112	23
113	1
114	7
115	0
116	2
117	1
118	4
119	51
120	4
121	4
122	10
123	4
124	2
125	5
126	18
127	6
128	5
129	2
130	9
131	4
132	4
133	10
134	9
135	1
136	21
137	9
138	11
139	4
140	18
141	26
142	8
143	16
144	11
145	14
146	13
147	17
148	46
149	18
150	4
151	9
152	10
153	6
154	5
155	19
156	7
157	7
158	15
159	6
160	20
161	10
162	32
163	10
164	7
165	19
166	17
167	14
168	8
169	29
170	19
171	13
172	24
173	36
174	16
175	19
176	30
177	26
178	24
179	30
180	19
181	32
182	24
183	25
184	33
185	32
186	26
187	25
188	19
189	31
190	35
191	29
192	31
193	24
194	32
195	30
196	54
197	26
198	38
199	42
200	47
201	52
202	54
203	42
204	24
205	30
206	22
207	21
208	37
209	34
210	28
211	24
212	32
213	19
214	38
215	47
216	33
217	39
218	30
219	36
220	45
221	31
222	64
223	54
224	58
225	49
226	60
227	86
228	76
229	74
230	80
231	58
232	76
233	55
234	43
235	46
236	35
237	51
238	32
239	50
240	42
241	29
242	37
243	30
244	52
245	37
246	58
247	22
248	34
249	40
250	37
251	39
252	32
253	36
254	54
255	44
256	44
257	57
258	61
259	62
260	45
261	55
262	53
263	67
264	54
265	67
266	68
267	80
268	64
269	55
270	63
271	61
272	60
273	79
274	66
275	63
276	69
277	62
278	58
279	45
280	52
281	57
282	60
283	61
284	73
285	60
286	63
287	71
288	56
289	51
290	60
291	38
292	48
293	58
294	40
295	58
296	39
297	33
298	46
299	40
300	31
301	38
302	53
303	23
304	31
305	36
306	40
307	44
308	37
309	27
310	17
311	25
312	31
313	24
314	38
315	26
316	17
317	27
318	15
319	11
320	17
321	12
322	8
323	4
324	11
325	5
326	2
327	6
328	6
329	6
330	5
331	7
332	10
333	6
334	14
335	3
336	5
337	12
338	10
339	11
340	2
341	0
342	5
343	13
344	7
345	6
346	3
347	7
348	5
349	3
350	2
351	1
352	1
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	1
377	1
378	0
379	0
380	0
381	0
382	1
383	0
384	0
385	0
386	1
387	0
388	0
389	1
390	0
391	0
392	1
393	0
394	0
395	0
396	1
397	0
398	0
399	0
400	0
401	1
402	0
403	0
404	1
405	0
406	2
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	1
415	0
416	1
417	0
418	0
419	1
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	1
573	0
574	0
575	1
576	1
